t,x,y,z
4.779922,1.075123,0.248011,0.069639
4.789342,0.998154,0.195477,0.234572
4.798795,0.874759,0.161268,0.354302
4.808186,0.729373,0.133169,0.401949
4.817623,0.561996,0.117286,0.414167
4.827032,0.37385,0.118508,0.397062
4.836455,0.175929,0.15516,0.354302
4.845879,0.004887,0.188146,0.29688
4.855326,-0.105069,0.182038,0.257785
4.86476,-0.150273,0.123395,0.238237
4.874177,-0.11973,0.043982,0.222355
4.883624,-0.023213,-0.029322,0.169821
4.893032,0.107512,-0.081856,0.108734
4.902463,0.207694,-0.074526,0.089186
4.911891,0.263894,-0.036652,0.076969
4.921346,0.290772,0.029322,0.03543
4.930759,0.288328,0.138056,-0.002443
4.9402,0.268781,0.205251,-0.032987
4.949604,0.243124,0.234572,-0.037874
4.959034,0.172264,0.212581,-0.024435
4.968462,0.043982,0.193033,-0.006109
4.977908,-0.157603,0.164934,0.002443
4.987317,-0.403171,0.108734,0.043982
4.996762,-0.603535,0.058643,0.125838
5.006174,-0.72693,0.021991,0.239459
5.015593,-0.772134,0.012217,0.389732
5.025026,-0.777021,0.025656,0.542448
5.03474,-0.763582,0.03543,0.665843
5.043862,-0.720821,-0.043982,0.757473
5.053317,-0.651182,-0.276111,0.823446
5.062739,-0.540005,-0.509462,0.807564
5.072221,-0.393397,-0.57177,0.572992
5.081616,-0.25412,-0.412945,0.124617
5.091028,-0.204029,-0.076969,-0.384845
5.100429,-0.268781,0.280998,-0.742812
5.109881,-0.41661,0.565661,-0.824668
5.119355,-0.553444,0.680504,-0.685391
5.128711,-0.627969,0.636522,-0.38118
5.138166,-0.636522,0.438601,0.013439
5.14758,-0.618196,0.139277,0.408058
5.156997,-0.580322,-0.139277,0.713491
5.166435,-0.510683,-0.323759,0.816116
5.175927,-0.433714,-0.379958,0.745256
5.185291,-0.386067,-0.313985,0.585209
5.194723,-0.415388,-0.234572,0.417832
5.204146,-0.526566,-0.164934,0.302989
5.21357,-0.652404,-0.112399,0.200364
5.222992,-0.740369,-0.0281,0.090408
5.232462,-0.717156,0.090408,0.024435
5.241907,-0.541227,0.171042,0.017104
5.251334,-0.205251,0.200364,0.068417
5.260737,0.224798,0.18326,0.138056
5.27015,0.620639,0.101404,0.215025
5.27958,0.901637,0.017104,0.233351
5.289003,1.04458,-0.032987,0.169821
5.298439,1.038471,-0.06353,0.045204
5.307875,0.877202,-0.061087,-0.106291
5.31728,0.594983,-0.029322,-0.273668
5.326717,0.235794,0.03543,-0.415388
5.336287,-0.125838,0.076969,-0.486249
5.345578,-0.425162,0.079412,-0.522901
5.354996,-0.591318,0.03543,-0.527788
5.364435,-0.634078,-0.043982,-0.537561
5.373872,-0.593761,-0.112399,-0.557109
5.383307,-0.476475,-0.149051,-0.618196
5.39274,-0.295659,-0.163712,-0.723264
5.402153,-0.072082,-0.141721,-0.838107
5.411564,0.128282,-0.105069,-0.941954
5.420992,0.240681,-0.025656,-1.022588
5.430417,0.265116,0.075747,-1.05191
5.43988,0.251676,0.125838,-1.018923
5.449264,0.24679,0.130725,-0.91752
5.458707,0.305433,0.084299,-0.763582
5.468133,0.417832,0.020769,-0.582765
5.477587,0.5791,-0.037874,-0.41661
5.486997,0.729373,-0.116064,-0.318872
5.496681,0.817338,-0.171042,-0.283441
5.50586,0.781907,-0.223577,-0.283441
5.515284,0.608422,-0.267559,-0.278555
5.524756,0.343306,-0.251676,-0.223577
5.534167,0.047647,-0.216246,-0.131947
5.543562,-0.186925,-0.194255,-0.018326
5.553019,-0.288328,-0.200364,0.069639
5.562416,-0.262672,-0.265116,0.081856
5.571848,-0.166155,-0.366519,0.010996
5.581277,-0.034208,-0.436158,-0.138056
5.5907,0.065973,-0.410501,-0.362854
5.600133,0.101404,-0.285885,-0.575435
5.60955,0.072082,-0.130725,-0.679282
5.618986,0.031765,0.030543,-0.616974
5.62844,0.019548,0.105069,-0.430049
5.638107,0.073304,0.089186,-0.173486
5.647274,0.212581,0.037874,0.046426
5.656704,0.398284,0.014661,0.156382
5.666171,0.551001,0.054978,0.164934
5.675552,0.610865,0.122173,0.141721
5.684971,0.537561,0.175929,0.138056
5.694422,0.295659,0.166155,0.19792
5.703814,-0.084299,0.101404,0.344528
5.713295,-0.518014,-0.034208,0.54367
5.722681,-0.856433,-0.217468,0.753808
5.732135,-1.011593,-0.365297,0.901637
5.741561,-0.96028,-0.410501,0.928515
5.750988,-0.772134,-0.386067,0.842994
5.760406,-0.509462,-0.309098,0.715934
5.769837,-0.222355,-0.194255,0.557109
5.779419,0.074526,-0.095295,0.371406
5.788699,0.318872,0.039095,0.163712
5.798106,0.443488,0.201586,-0.057421
5.807542,0.430049,0.364076,-0.243124
5.816985,0.322537,0.509462,-0.320093
5.82643,0.22602,0.598648,-0.273668
5.835822,0.216246,0.624304,-0.173486
5.845245,0.28955,0.577879,-0.017104
5.854697,0.411723,0.460592,0.171042
5.86411,0.527788,0.31765,0.335976
5.873552,0.57177,0.211359,0.397062
5.882974,0.546114,0.164934,0.356745
5.892397,0.454484,0.172264,0.24679
5.901818,0.329867,0.212581,0.107512
5.911219,0.196699,0.267559,-0.048869
5.920686,0.083078,0.350637,-0.194255
5.930116,-0.030543,0.420275,-0.293215
5.939846,-0.136834,0.441045,-0.31032
5.948968,-0.213803,0.368963,-0.217468
5.958408,-0.24679,0.205251,-0.075747
5.967812,-0.232129,-0.010996,0.053756
5.977242,-0.201586,-0.202807,0.097738
5.98668,-0.219911,-0.339641,0.047647
5.996132,-0.321315,-0.379958,-0.018326
6.005555,-0.464258,-0.35308,-0.047647
6.014946,-0.6072,-0.288328,-0.024435
6.024374,-0.69883,-0.255342,0.072082
6.033805,-0.72693,-0.263894,0.256563
6.043263,-0.682947,-0.318872,0.461814
6.052682,-0.593761,-0.426384,0.629191
6.062768,-0.503353,-0.537561,0.755029
6.071544,-0.456927,-0.646295,0.819781
6.080955,-0.445932,-0.76969,0.813673
6.090372,-0.454484,-0.814894,0.717156
6.099954,-0.513127,-0.745256,0.544892
6.109549,-0.638965,-0.568105,0.357967
6.118667,-0.803899,-0.361632,0.233351
6.128085,-0.927293,-0.201586,0.212581
6.137522,-0.915076,-0.090408,0.262672
6.146965,-0.751364,-0.020769,0.328645
6.156391,-0.465479,-0.003665,0.35308
6.165831,-0.151495,-0.025656,0.34575
6.175229,0.07086,-0.031765,0.28955
6.184681,0.138056,-0.001222,0.160047
6.19408,0.106291,0.052534,-0.002443
6.203533,0.067195,0.113621,-0.193033
6.212939,0.096517,0.195477,-0.365297
6.222361,0.212581,0.28222,-0.494801
6.23178,0.343306,0.378736,-0.530231
6.241204,0.437379,0.445932,-0.461814
6.250708,0.47281,0.447153,-0.327424
6.260092,0.436158,0.44471,-0.174707
6.269526,0.309098,0.40928,-0.041539
6.278947,0.075747,0.323759,0.079412
6.288357,-0.179594,0.195477,0.179594
6.297821,-0.378736,0.050091,0.207694
6.307277,-0.483805,-0.054978,0.138056
6.316677,-0.504575,-0.086743,-0.012217
6.326115,-0.438601,-0.062308,-0.202807
6.335519,-0.291994,-0.018326,-0.364076
6.34493,-0.059865,0.041539,-0.483805
6.354336,0.227242,0.116064,-0.551001
6.363809,0.53634,0.184481,-0.61453
6.373285,0.816116,0.251676,-0.671952
6.38264,1.014036,0.290772,-0.719599
6.392076,1.110553,0.342085,-0.739147
6.401688,1.092227,0.419054,-0.72693
6.410959,0.963945,0.505796,-0.651182
6.420357,0.72693,0.564439,-0.505796
6.429774,0.398284,0.576657,-0.333532
6.439239,-0.029322,0.50091,-0.140499
6.44867,-0.483805,0.307876,0.07086
6.458064,-0.827112,0.054978,0.268781
6.467482,-0.987158,-0.222355,0.356745
6.476926,-0.977384,-0.463036,0.328645
6.486355,-0.857655,-0.554666,0.216246
6.495776,-0.662178,-0.50824,0.029322
6.505218,-0.417832,-0.338419,-0.182038
6.514659,-0.157603,-0.12706,-0.371406
6.524086,0.118508,0.06353,-0.497244
6.533505,0.384845,0.193033,-0.57177
6.542912,0.597426,0.241903,-0.596204
6.552359,0.72693,0.217468,-0.576657
6.561929,0.759916,0.139277,-0.504575
6.571185,0.704939,0.043982,-0.395841
6.580626,0.580322,-0.045204,-0.265116
6.590037,0.433714,-0.131947,-0.101404
6.599499,0.28222,-0.235794,0.080634
6.608895,0.150273,-0.366519,0.274889
6.61832,0.057421,-0.510683,0.465479
6.627748,0.017104,-0.647517,0.603535
6.637178,0.051313,-0.730595,0.653626
6.646636,0.113621,-0.766025,0.638965
6.656049,0.168599,-0.745256,0.513127
6.665457,0.194255,-0.643852,0.290772
6.674911,0.173486,-0.527788,0.0281
6.684341,0.11973,-0.433714,-0.191812
6.693781,0.081856,-0.382402,-0.31765
6.703191,0.118508,-0.405615,-0.337198
6.712671,0.260229,-0.437379,-0.320093
6.722351,0.461814,-0.447153,-0.313985
6.731467,0.684169,-0.483805,-0.302989
6.74093,0.847881,-0.524122,-0.279776
6.750329,0.930959,-0.53634,-0.274889
6.759775,0.938289,-0.492357,-0.293215
6.769191,0.890641,-0.404393,-0.294437
6.778612,0.744034,-0.311541,-0.244346
6.788043,0.481362,-0.19059,-0.141721
6.797485,0.144164,-0.052534,-0.013439
6.806913,-0.191812,0.09896,0.128282
6.816323,-0.42394,0.204029,0.266337
6.825766,-0.549779,0.278555,0.357967
6.835202,-0.619417,0.315206,0.386067
6.844642,-0.629191,0.279776,0.362854
6.85411,-0.594983,0.180816,0.323759
6.863681,-0.481362,0.0562,0.235794
6.872916,-0.313985,0.002443,0.073304
6.882345,-0.128282,0.048869,-0.178373
6.891762,0.017104,0.208916,-0.449597
6.901185,0.080634,0.45204,-0.685391
6.910614,0.067195,0.763582,-0.812451
6.920059,0.047647,1.015258,-0.829555
6.929476,0.042761,1.14354,-0.682947
6.938907,0.042761,1.076345,-0.370184
6.948318,0.0281,0.80512,0.052534
6.957757,-0.041539,0.470366,0.466701
6.967194,-0.171042,0.135612,0.763582
6.976602,-0.361632,-0.116064,0.91752
6.986037,-0.597426,-0.221133,0.929737
6.995478,-0.814894,-0.199142,0.824668
7.00486,-0.965167,-0.078191,0.646295
7.014314,-1.015258,0.043982,0.486249
7.023958,-0.971276,0.128282,0.387289
7.033191,-0.873537,0.163712,0.342085
7.042616,-0.733038,0.156382,0.309098
7.052011,-0.592539,0.073304,0.274889
7.061463,-0.478918,-0.039095,0.213803
7.070889,-0.432493,-0.105069,0.108734
7.08032,-0.464258,-0.07086,0.0281
7.089732,-0.525344,-0.012217,-0.032987
7.099152,-0.565661,0.047647,-0.046426
7.108626,-0.57177,0.105069,0.021991
7.118018,-0.570548,0.080634,0.144164
7.127447,-0.605978,0.003665,0.315206
7.136889,-0.656069,-0.12706,0.496023
7.14632,-0.718378,-0.251676,0.658513
7.155751,-0.791681,-0.329867,0.763582
7.165174,-0.869872,-0.364076,0.780686
7.174587,-0.971276,-0.349415,0.714712
7.184043,-1.089784,-0.288328,0.61453
7.193477,-1.204626,-0.229685,0.513127
7.202874,-1.296256,-0.189368,0.428827
7.212275,-1.343903,-0.188146,0.40928
7.221759,-1.288926,-0.260229,0.439823
7.231179,-1.109331,-0.365297,0.482584
7.240623,-0.828333,-0.398284,0.461814
7.250041,-0.509462,-0.368963,0.351858
7.259495,-0.240681,-0.29688,0.230907
7.268874,-0.111177,-0.182038,0.128282
7.278273,-0.136834,-0.043982,0.018326
7.287698,-0.24679,0.095295,-0.105069
7.29715,-0.365297,0.216246,-0.213803
7.306578,-0.461814,0.279776,-0.237016
7.315981,-0.530231,0.277333,-0.180816
7.325706,-0.588874,0.195477,-0.064752
7.334852,-0.636522,0.061087,0.083078
7.344265,-0.681726,-0.101404,0.239459
7.353696,-0.718378,-0.215025,0.322537
7.363162,-0.76236,-0.191812,0.287107
7.372588,-0.830777,-0.07086,0.184481
7.381992,-0.906524,0.090408,0.0562
7.391434,-0.979828,0.24679,-0.06353
7.400881,-0.99571,0.367741,-0.171042
7.410293,-0.938289,0.453262,-0.240681
7.419712,-0.85399,0.478918,-0.26145
7.429145,-0.759916,0.469145,-0.22602
7.438575,-0.667065,0.42394,-0.145386
7.448009,-0.583987,0.372628,-0.030543
7.457434,-0.494801,0.309098,0.07086
7.466857,-0.393397,0.240681,0.11973
7.476293,-0.320093,0.204029,0.109956
7.485948,-0.313985,0.217468,0.046426
7.495126,-0.394619,0.256563,-0.032987
7.504572,-0.544892,0.328645,-0.133169
7.514018,-0.736703,0.425162,-0.22602
7.523402,-0.970054,0.540005,-0.250455
7.532883,-1.222952,0.590096,-0.179594
7.542281,-1.469742,0.544892,-0.00733
7.551712,-1.668884,0.375071,0.211359
7.561173,-1.766622,0.142942,0.383623
7.570559,-1.739744,-0.068417,0.445932
7.580007,-1.629789,-0.249233,0.387289
7.58941,-1.463633,-0.364076,0.268781
7.59883,-1.282817,-0.392176,0.122173
7.608242,-1.086118,-0.322537,-0.021991
7.61768,-0.88942,-0.193033,-0.141721
7.627154,-0.690278,-0.046426,-0.221133
7.636544,-0.504575,0.052534,-0.241903
7.645999,-0.343306,0.089186,-0.228464
7.655385,-0.263894,0.076969,-0.189368
7.664843,-0.272446,0.032987,-0.12706
7.674274,-0.364076,-0.040317,-0.036652
7.683704,-0.504575,-0.138056,0.087965
7.693134,-0.6634,-0.270002,0.210138
7.702558,-0.823446,-0.42394,0.342085
7.711984,-0.944398,-0.585209,0.470366
7.721421,-1.012814,-0.720821,0.560774
7.730832,-1.004262,-0.789238,0.576657
7.740285,-0.933402,-0.779464,0.538783
7.749885,-0.836885,-0.708604,0.475253
7.759126,-0.756251,-0.601091,0.359189
7.768551,-0.708604,-0.475253,0.180816
7.77801,-0.703717,-0.327424,-0.042761
7.787434,-0.708604,-0.189368,-0.234572
7.796843,-0.695165,-0.085521,-0.331089
7.806261,-0.636522,-0.037874,-0.34575
7.815702,-0.558331,-0.057421,-0.279776
7.82511,-0.467923,-0.108734,-0.179594
7.834552,-0.361632,-0.138056,-0.102625
7.84396,-0.249233,-0.097738,-0.102625
7.85342,-0.147829,-0.021991,-0.189368
7.862821,-0.075747,0.081856,-0.312763
7.872283,-0.051313,0.189368,-0.463036
7.881702,-0.131947,0.305433,-0.558331
7.891116,-0.343306,0.389732,-0.526566
7.900553,-0.695165,0.420275,-0.346971
7.910121,-1.141096,0.313985,-0.047647
7.919411,-1.56015,0.089186,0.332311
7.928841,-1.832596,-0.210138,0.638965
7.938267,-1.888795,-0.488692,0.753808
7.947673,-1.72997,-0.636522,0.658513
7.957137,-1.411099,-0.67073,0.406836
7.966555,-1.027475,-0.566883,0.054978
7.975949,-0.653626,-0.351858,-0.36041
7.985348,-0.399506,-0.064752,-0.768468
7.994796,-0.288328,0.26145,-1.056797
8.004239,-0.256563,0.575435,-1.169196
8.013681,-0.267559,0.822225,-1.128879
8.023073,-0.321315,0.935846,-0.968832
8.032531,-0.449597,0.864985,-0.658513
8.042001,-0.657291,0.634078,-0.208916
8.051401,-0.907746,0.322537,0.262672
8.060812,-1.110553,0.322537,0.618196
8.070558,-1.2425,-0.267559,0.792903
8.079697,-1.317025,-0.406836,0.841772
8.089091,-1.372003,-0.439823,0.82589
8.098525,-1.401325,-0.399506,0.796568
8.108023,-1.382999,-0.294437,0.768468
8.11738,-1.318247,-0.156382,0.758695
8.12683,-1.194853,-0.019548,0.784351
8.136254,-1.056797,0.057421,0.845437
8.145661,-0.935846,0.100182,0.905302
8.155108,-0.845437,0.102625,0.897972
8.164529,-0.817338,0.06353,0.806342
8.174033,-0.875981,0.004887,0.680504
8.183452,-1.003041,-0.052534,0.541227
8.192816,-1.165531,-0.09163,0.439823
8.202241,-1.303586,-0.130725,0.389732
8.2119,-1.352456,-0.144164,0.401949
8.221108,-1.303586,-0.150273,0.422719
8.230513,-1.194853,-0.145386,0.438601
8.239952,-1.053132,-0.11973,0.420275
8.249374,-0.906524,-0.086743,0.366519
8.258783,-0.794125,-0.043982,0.285885
8.268231,-0.74159,-0.023213,0.213803
8.277659,-0.731817,-0.010996,0.146608
8.28709,-0.735482,0.010996,0.087965
8.296524,-0.737925,0.015882,0.048869
8.305951,-0.752586,0.014661,0.043982
8.315387,-0.752586,0.014661,0.068417
8.324791,-0.711047,-0.015882,0.089186
8.334256,-0.59987,0.008552,0.081856
8.34366,-0.428827,0.094073,0.021991
8.353219,-0.263894,0.222355,-0.064752
8.362517,-0.139277,0.375071,-0.130725
8.371949,-0.108734,0.50824,-0.128282
8.38136,-0.199142,0.586431,-0.042761
8.390783,-0.350637,0.597426,0.081856
8.40023,-0.531453,0.520457,0.210138
8.409663,-0.681726,0.393397,0.294437
8.41908,-0.780686,0.278555,0.312763
8.428491,-0.823446,0.201586,0.28955
8.437956,-0.838107,0.163712,0.255342
8.447439,-0.835664,0.208916,0.19059
8.456801,-0.807564,0.28222,0.112399
8.466193,-0.724486,0.322537,0.053756
8.475658,-0.572992,0.339641,0.021991
8.485076,-0.356745,0.342085,-0.018326
8.494517,-0.102625,0.342085,-0.073304
8.503905,0.150273,0.344528,-0.15516
8.513467,0.35308,0.346971,-0.255342
8.522791,0.431271,0.377515,-0.343306
8.53223,0.379958,0.400728,-0.371406
8.541653,0.224798,0.377515,-0.318872
8.551078,0.017104,0.278555,-0.184481
8.560515,-0.178373,0.144164,-0.009774
8.569938,-0.277333,-0.003665,0.136834
8.579369,-0.299324,-0.123395,0.186925
8.588801,-0.31765,-0.19059,0.177151
8.598228,-0.392176,-0.204029,0.146608
8.607638,-0.514348,-0.189368,0.106291
8.617059,-0.649961,-0.145386,0.092852
8.626506,-0.763582,-0.116064,0.09163
8.636006,-0.864985,-0.116064,0.087965
8.645345,-0.941954,-0.151495,0.080634
8.654774,-1.003041,-0.200364,0.083078
8.66423,-1.077566,-0.260229,0.089186
8.67393,-1.187522,-0.342085,0.118508
8.683058,-1.292591,-0.404393,0.15516
8.692477,-1.346347,-0.433714,0.166155
8.70193,-1.352456,-0.436158,0.118508
8.711376,-1.332908,-0.41661,0.036652
8.720791,-1.296256,-0.390954,-0.053756
8.730189,-1.255939,-0.359189,-0.111177
8.739625,-1.216844,-0.335976,-0.100182
8.749032,-1.188744,-0.313985,-0.020769
8.758463,-1.176526,-0.279776,0.097738
8.767888,-1.192409,-0.249233,0.250455
8.777366,-1.243722,-0.235794,0.45204
8.786801,-1.302365,-0.232129,0.651182
8.796191,-1.365895,-0.263894,0.818559
8.80563,-1.412321,-0.346971,0.950506
8.815166,-1.414764,-0.461814,0.98105
8.824503,-1.398881,-0.504575,0.866207
8.833906,-1.409877,-0.404393,0.588874
8.843353,-1.489289,-0.205251,0.199142
8.852787,-1.618793,0.00733,-0.166155
8.862156,-1.696984,0.157603,-0.362854
8.871633,-1.672549,0.237016,-0.38851
8.881063,-1.546711,0.233351,-0.274889
8.89048,-1.356121,0.151495,-0.085521
8.899916,-1.164309,0.046426,0.120951
8.909304,-1.01648,-0.048869,0.267559
8.918752,-0.939511,-0.07086,0.346971
8.928181,-0.91752,-0.024435,0.333532
8.93761,-0.877202,0.039095,0.22602
8.947043,-0.800234,0.087965,0.085521
8.956478,-0.6353,0.122173,-0.043982
8.965915,-0.401949,0.200364,-0.195477
8.975512,-0.189368,0.355524,-0.31032
8.984753,-0.075747,0.53634,-0.351858
8.994212,-0.068417,0.689056,-0.28955
9.003652,-0.166155,0.747699,-0.100182
9.01305,-0.329867,0.656069,0.168599
9.022456,-0.549779,0.436158,0.447153
9.0319,-0.780686,0.194255,0.652404
9.041338,-0.972497,-0.001222,0.687834
9.050745,-1.075123,-0.118508,0.537561
9.060168,-1.116662,-0.079412,0.248011
9.06961,-1.130101,0.058643,-0.12706
9.079037,-1.106888,0.271224,-0.48014
9.088461,-1.047023,0.527788,-0.733038
9.097877,-0.990823,0.775799,-0.844216
9.107355,-0.96028,0.918741,-0.759916
9.116789,-0.910189,0.907746,-0.503353
9.12618,-0.856433,0.72693,-0.108734
9.135635,-0.764803,0.434936,0.346971
9.145033,-0.64263,0.102625,0.692721
9.15447,-0.50091,-0.189368,0.888198
9.163867,-0.370184,-0.383623,0.937067
9.173322,-0.266337,-0.44471,0.824668
9.182768,-0.240681,-0.356745,0.568105
9.192169,-0.301767,-0.164934,0.262672
9.201602,-0.394619,0.047647,0.037874
9.211017,-0.467923,0.215025,-0.062308
9.220461,-0.458149,0.311541,-0.052534
9.22988,-0.367741,0.300546,0.039095
9.239324,-0.228464,0.200364,0.161268
9.248776,-0.09163,0.067195,0.268781
9.258175,0.002443,-0.037874,0.312763
9.267589,0.037874,-0.106291,0.271224
9.277129,0.017104,-0.122173,0.186925
9.286458,-0.003665,-0.135612,0.114843
9.295881,0.034208,-0.141721,0.050091
9.305308,0.158825,-0.158825,0.006109
9.31472,0.335976,-0.168599,-0.061087
9.324186,0.485027,-0.149051,-0.152716
9.333677,0.530231,-0.124617,-0.229685
9.34302,0.48014,-0.080634,-0.287107
9.352446,0.404393,-0.064752,-0.304211
9.361881,0.371406,-0.109956,-0.255342
9.371315,0.382402,-0.240681,-0.156382
9.380765,0.419054,-0.433714,-0.018326
9.390155,0.497244,-0.609644,0.078191
9.399592,0.624304,-0.703717,0.029322
9.409002,0.781907,-0.656069,-0.15516
9.418457,0.902859,-0.461814,-0.41661
9.42787,0.962724,-0.157603,-0.667065
9.437631,0.972497,0.185703,-0.82589
9.446745,0.966389,0.445932,-0.835664
9.456151,0.959058,0.580322,-0.735482
9.465547,0.921185,0.632856,-0.552222
9.475027,0.855211,0.620639,-0.34575
9.484444,0.742812,0.580322,-0.164934
9.493879,0.61453,0.509462,-0.021991
9.503284,0.466701,0.420275,0.062308
9.51272,0.304211,0.367741,0.16249
9.522145,0.196699,0.340863,0.250455
9.531577,0.145386,0.327424,0.300546
9.541004,0.146608,0.333532,0.305433
